mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
194.75661611557007,2.5898588454189335,1.4542276859283447,0.07022385285504242,200,2,4,sqrt,20,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 20}",-81473.78860387715,-50897.2416191116,-16520.324820689202,-15728.46814557919,-18479.782515900726,-36619.92114103158,26020.078847879005,19
281.4976047039032,7.671068900827819,3.526381587982178,0.840623102939013,300,5,1,sqrt,30,"{'n_estimators': 300, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 30}",-80965.74684193512,-50785.32682245586,-17946.79577976242,-16624.38056856883,-19409.216897588656,-37146.29338206218,25339.854895525932,54
163.5941107749939,1.8518029372413254,0.8281641006469727,0.16790022619447662,200,2,1,sqrt,10,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 10}",-81436.85197886692,-50391.25539508949,-16265.125322946866,-15836.19098826089,-17943.42656277021,-36374.57004958688,26049.946459295745,9
304.6577669143677,53.448078757953766,0.5715449333190918,0.053723749807480584,200,2,4,auto,10,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'auto', 'max_depth': 10}",-85653.75847087598,-51123.25686801791,-15818.402125810366,-15165.01805547528,-16756.0742022786,-36903.30194449163,27935.10659388255,25
51.47223253250122,2.366124703727868,0.7856691360473633,0.10673250547013638,100,2,2,sqrt,20,"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 20}",-81643.76326144148,-51049.38378320692,-16616.070123901856,-15700.606809167755,-18311.663872815687,-36664.29757010673,26108.65740293157,21
124.71939444541931,9.530694366416581,0.3460380554199219,0.06791925884604935,100,2,2,auto,10,"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 10}",-85870.08434477763,-51168.532531310404,-15837.283574612518,-15166.407140689711,-16782.967040311825,-36965.05492634042,28008.288478613696,41
228.8233685016632,26.590055374280915,0.8807380199432373,0.06763130007579768,100,5,2,auto,30,"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 30}",-86834.21584364276,-52492.528311813905,-19767.138823567446,-18413.560804087956,-21342.375662840703,-39769.963889190556,26730.852693841127,91
239.6383870601654,7.812373560453787,0.6966801166534424,0.1482490601707394,200,5,4,auto,10,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'auto', 'max_depth': 10}",-85692.23064108529,-51151.323423468886,-15806.730895347622,-15194.224300639507,-16819.31608240169,-36932.7650685886,27939.496020276743,38
58.27054085731506,2.335635657313524,0.6424851417541504,0.08653805545748912,200,10,2,sqrt,10,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 10}",-81323.67026267036,-50222.193028735484,-16194.613737140566,-15795.638927478056,-18069.683043840734,-36321.15979997304,25992.1370420307,7
744.3535006046295,39.614936988521066,2.3987775802612306,0.5392701902155842,300,2,2,auto,20,"{'n_estimators': 300, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 20}",-87247.81288569667,-52568.636086552666,-17429.631391426938,-16818.690680974392,-19375.718226931353,-38688.0978543164,27762.840772820375,74
113.44165163040161,12.73439092658064,2.6470707416534425,0.812951563362762,200,2,1,sqrt,,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': None}",-81098.13884201588,-50885.35432726232,-18269.355964373397,-16915.607351649247,-19673.306045473615,-37368.35250615489,25263.430779352515,62
115.86651458740235,4.07027646334381,0.32645044326782224,0.070533267716427,100,10,2,auto,10,"{'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 10}",-85711.94200428454,-51155.150966834575,-15802.786872226603,-15177.315443162333,-16766.502633564225,-36922.73958401446,27957.602072396414,32
53.28503918647766,4.609856334006477,0.9230086803436279,0.11679831590118075,100,10,4,sqrt,,"{'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': None}",-81027.23915348676,-50951.22955270626,-17576.428023002285,-16484.1147796084,-19160.793009204488,-37039.96090360165,25492.90336514803,45
535.5580072879791,31.053887434882043,1.9392496585845946,0.644412778041339,200,2,4,auto,20,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'auto', 'max_depth': 20}",-86895.4141446291,-52356.080771870555,-17431.997124006924,-16840.93133307322,-19362.812258808208,-38577.44712647759,27616.24539883325,64
174.33509449958802,32.65528786902243,8.603906297683716,7.977747459710282,300,5,2,sqrt,,"{'n_estimators': 300, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': None}",-80934.15186077695,-50970.62523115148,-17855.155844188026,-16518.03439195201,-19272.945826508396,-37110.18263091538,25399.25900731679,52
57.39693512916565,5.234018886035678,1.4183297634124756,0.2975291970223877,100,2,1,sqrt,30,"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 30}",-81252.44978001386,-51079.889914892774,-18050.856817885044,-16756.38723245414,-19716.564309519283,-37371.22961095302,25390.64626555822,63
104.80285544395447,1.9520173136552006,1.8806084632873534,0.33989095200226005,200,10,2,sqrt,30,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 30}",-80951.0139758392,-50793.018845378974,-17713.006235813795,-16481.429456274298,-19272.857859960674,-37042.265274653386,25413.309507724287,46
906.7372916221618,87.66113471071348,3.5442766189575194,0.7634536765832225,300,2,1,auto,,"{'n_estimators': 300, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': None}",-86255.43352939351,-52058.661111760404,-20866.068591873987,-18852.176677142237,-21645.73126574275,-39935.61423518258,26211.343553362083,97
149.80647087097168,27.403591271056374,2.0488641262054443,2.269184807263105,200,5,2,sqrt,10,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 10}",-81223.31682318395,-50311.32664747183,-16342.684269464242,-15762.19919038608,-17883.87304491624,-36304.67999508447,25975.646304167207,4
322.9818479537964,41.40134135565568,0.7081330299377442,0.21264511688290313,100,10,4,auto,20,"{'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'auto', 'max_depth': 20}",-87005.56249352043,-52551.300535859395,-17533.505738799853,-16884.621335164742,-19421.47246858074,-38679.29251438503,27643.721166766107,73
193.96255435943604,22.073362306986418,3.576258420944214,0.9735554340947932,300,5,4,sqrt,,"{'n_estimators': 300, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': None}",-80907.57202495685,-50840.03401557464,-17414.221804709505,-16297.795424713187,-18983.898988453097,-36888.70445168145,25519.104085504507,24
404.3037527561188,21.711521192779315,1.4456253528594971,0.3071242236326848,200,5,4,auto,20,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'auto', 'max_depth': 20}",-87077.06949428505,-52456.53091787702,-17491.93398978865,-16823.069269260523,-19395.46205150743,-38648.81314454373,27678.93510514586,69
475.5194640159607,36.221800585849955,2.0210320472717287,0.4673474557966355,200,5,1,auto,30,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 30}",-86699.90992131313,-52457.79219866075,-20034.116201773544,-18606.977215210612,-21249.55287732382,-39809.66968285637,26622.450120117523,93
466.32363052368163,36.05818651149631,1.725246047973633,0.477520646181143,200,10,2,auto,30,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 30}",-86749.2880044249,-52390.596961545656,-19700.907833620928,-18209.21097694904,-20919.77649399041,-39593.956054106195,26792.331072975703,80
31.088572406768797,2.4903678666121047,0.41559371948242185,0.14355130954413986,100,10,2,sqrt,10,"{'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 10}",-81292.63595787468,-50264.18528005381,-16224.177509677924,-15710.190654645467,-18148.444618050577,-36327.92680406049,25983.801576237962,8
244.9648341655731,9.15532421784694,0.7479477882385254,0.1153098339902785,200,5,1,auto,10,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 10}",-85779.77792249534,-51127.7250618393,-15797.17307357025,-15198.600000602317,-16752.88439286876,-36931.232090275196,27977.99959424639,36
382.19425201416016,12.696874329543151,0.9836578369140625,0.14243025215568467,300,5,1,auto,10,"{'n_estimators': 300, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 10}",-85769.85202444917,-51121.02633079639,-15788.7588582632,-15165.002282136234,-16768.189559904215,-36922.565811109846,27978.141112839003,31
121.9316185951233,4.657638499599951,0.37798070907592773,0.1049124774519154,100,10,1,auto,10,"{'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 10}",-85736.99867550918,-51177.59379600962,-15742.056119393617,-15154.578435240306,-16720.94562229777,-36906.434529690094,27987.919183397484,26
29.946750354766845,2.557685650971188,0.3568560600280762,0.07380704857638595,100,5,1,sqrt,10,"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 10}",-81531.63596977461,-50322.77732725897,-16479.245311828516,-15941.584091628192,-17995.05316050118,-36454.05917219829,26018.52800922143,12
31.854209327697752,3.7416959982342415,0.39863266944885256,0.0731250721651545,100,2,4,sqrt,10,"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 10}",-80945.757919153,-50397.53625766706,-16229.77027262702,-15649.625953812496,-17881.328405566517,-36220.803761765215,25924.70791099359,1
374.6819703578949,5.678315120450359,0.9644646167755127,0.15356870551064353,300,10,2,auto,10,"{'n_estimators': 300, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 10}",-85776.15053432062,-51110.54238278015,-15826.939826227504,-15173.32013539645,-16778.651386875445,-36933.12085312003,27970.710659363303,39
457.8122503757477,40.658205338411236,1.8559862613677978,0.41904512859106835,200,5,4,auto,,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'auto', 'max_depth': None}",-86916.4354956786,-52346.09215928318,-20037.40569204009,-18190.39970389795,-20820.367636539522,-39662.14013748786,26814.284622080184,85
244.2875702381134,20.326941224563036,0.9712481021881103,0.09012081369042528,100,2,2,auto,,"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': None}",-86811.40632691674,-52323.31565169956,-20529.222635091086,-18598.92137001491,-21399.110729727454,-39932.395342689946,26556.578990420687,96
91.45376238822936,4.777682296036038,1.08481125831604,0.09332964030378138,300,2,4,sqrt,10,"{'n_estimators': 300, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 10}",-81162.00797131818,-50318.160739702966,-16285.407559490803,-15841.848750548717,-17880.129103822946,-36297.51082497672,25951.95586347876,2
54.475764989852905,2.9104091058160426,1.292563247680664,0.2922789425756134,100,5,4,sqrt,,"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': None}",-81080.00868557501,-50953.59897520467,-17582.24453593507,-16484.996652216556,-19258.905149392227,-37071.95079966471,25496.608565114657,48
30.922982120513915,1.1594462432158095,0.3797800540924072,0.07742478356691963,100,2,2,sqrt,10,"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 10}",-81329.16376518214,-50269.14581526376,-16410.190440867038,-15796.750876528551,-17788.46067906479,-36318.742315381256,26005.482901788244,6
239.05215950012206,29.078275382736614,1.0241351127624512,0.31856724255030755,100,5,1,auto,,"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': None}",-86735.68753168378,-52217.886746249686,-21196.479880402556,-18934.210128741583,-21805.601319400044,-40177.97312129552,26312.426298540337,99
688.1383651733398,53.98699068692613,2.5194441795349123,0.3678343491051462,300,10,1,auto,30,"{'n_estimators': 300, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 30}",-86482.85394671188,-52178.00577297593,-19910.49642462873,-18500.21267734742,-21052.961766014374,-39624.90611753567,26582.232130500004,82
143.81382427215576,5.564842236150055,2.637386703491211,0.4352770256864813,300,10,2,sqrt,20,"{'n_estimators': 300, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 20}",-81176.68726395091,-50901.968039551095,-16620.866116339774,-15741.28569825632,-18379.66899695033,-36564.09522300968,25914.679648380952,15
439.1183961391449,40.84694600792094,1.8459327220916748,0.4911846693570423,200,2,4,auto,30,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'auto', 'max_depth': 30}",-86962.21152608095,-52559.10774810585,-19530.16139004987,-18134.070903316457,-20719.798507606953,-39581.07001503202,26948.70054289538,79
61.265928173065184,5.553238292437167,0.7689613819122314,0.20698707528138147,200,2,2,sqrt,10,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 10}",-81836.25430621914,-50293.55219845427,-16234.274138559726,-15913.923561608584,-17906.270191753338,-36436.85487931901,26175.679843086215,11
112.08766040802001,3.995749881075776,2.106149911880493,0.49587232191920955,200,5,2,sqrt,30,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 30}",-80889.88334221698,-51050.48593888148,-17605.990438104334,-16495.79297996689,-19218.753534290863,-37052.18124669211,25441.883730499045,47
30.029124879837035,2.482232083159719,0.37805981636047364,0.06491553348966822,100,5,2,sqrt,10,"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 10}",-81527.65496955442,-50393.64135865234,-16648.804551726822,-15810.854688820846,-17896.591697790187,-36455.50945330893,26033.480674345978,13
473.0873031616211,48.706701010008814,1.9517411708831787,0.41454557394251856,200,5,2,auto,,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': None}",-86681.95320704732,-52277.142346200235,-20554.174464237218,-18545.33524404505,-21228.95660779643,-39857.51237386525,26535.358698858927,95
46.33312196731568,1.6527588874084305,0.8111081600189209,0.11836324562319551,100,2,4,sqrt,20,"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 20}",-81304.38901364188,-51026.022771558266,-16569.383740970934,-15776.591940451346,-18371.710854366767,-36609.61966419784,25975.76756712537,18
627.7125257968903,24.144928695506888,2.789669370651245,0.5090642240042367,300,2,1,auto,20,"{'n_estimators': 300, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 20}",-87165.96367697317,-52571.46843310661,-17390.350960408232,-16809.672098368308,-19305.497269956573,-38648.59048776258,27751.714869232153,68
51.20474457740784,1.8959045161281491,0.9257397651672363,0.16089199648735342,100,10,4,sqrt,30,"{'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 30}",-81032.91697675458,-50932.46316211885,-17497.40746829669,-16353.063979886443,-19056.35792651822,-36974.441902714956,25540.671152111154,42
168.03783349990846,16.286295262064893,3.6423180103302,0.4107881314098366,300,2,2,sqrt,,"{'n_estimators': 300, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': None}",-80931.17717292038,-50929.04433002047,-17781.79721905015,-16517.901748500528,-19273.01558117003,-37086.58721033231,25404.845051763088,50
154.34217662811278,4.824602660418287,2.7321680068969725,0.10814202238552971,300,2,2,sqrt,20,"{'n_estimators': 300, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 20}",-81590.10706084651,-51041.69457209573,-16456.55641538726,-15570.717734124604,-18304.504204853918,-36592.7159974616,26135.746435222438,16
425.0950141429901,17.14116537261821,1.5332693576812744,0.31159992310743156,200,5,1,auto,20,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 20}",-87140.89341145569,-52508.52046604267,-17421.483172203385,-16879.258055584974,-19424.738141900856,-38674.978649437515,27704.324711911242,72
121.77613034248353,5.872989561078581,2.529968786239624,0.5565306731507402,200,2,1,sqrt,30,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 30}",-80951.58908083051,-50984.83969154438,-17931.10205369311,-16638.2236454026,-19499.688297649176,-37201.08855382395,25344.038572321995,57
246.5236500263214,26.30636608399566,1.0997286796569825,0.23850762350042687,100,10,1,auto,,"{'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': None}",-86466.10655495939,-52010.18734281028,-20763.827848201356,-18932.956253632743,-21574.36247402391,-39949.48809472554,26293.290667495432,98
244.3186478614807,20.643292407280853,1.0797045230865479,0.3826285253195798,100,2,2,auto,30,"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 30}",-86788.74868977083,-52528.38704745099,-19807.127951441867,-18437.92338171561,-21176.681833746847,-39747.77378082522,26731.33716104481,90
55.33878655433655,2.899351790728366,1.1861757278442382,0.31615058537072355,100,10,2,sqrt,,"{'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': None}",-81107.19036810532,-50781.04178163218,-18018.0113788744,-16695.750931263636,-19458.841324102796,-37212.167156795666,25359.04947033342,58
98.01016864776611,3.923929048759827,1.7868034839630127,0.4581145282117851,200,10,4,sqrt,20,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 20}",-81259.76653167201,-50888.05700060033,-16558.799072019392,-15720.34303632404,-18355.267567653787,-36556.44664165391,25958.09664102943,14
378.6219669818878,9.030310047618,0.9298354625701905,0.14716187884001955,300,10,1,auto,10,"{'n_estimators': 300, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 10}",-85721.5269501468,-51104.71489856843,-15749.69841275441,-15184.230119395634,-16772.451278506986,-36906.52433187445,27961.91460731497,27
133.5103448867798,6.636301262674119,0.3647780895233154,0.11117350548205861,100,5,2,auto,10,"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 10}",-85827.35137807866,-51147.27065970417,-15819.6238166636,-15146.97069761563,-16786.987598334817,-36945.64083007938,27996.320581208158,40
65.01109042167664,4.213044105130066,0.7175101280212403,0.11566971611895877,200,2,4,sqrt,10,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 10}",-81540.6935023277,-50338.7111104195,-16323.407345086904,-15866.816853146587,-17914.40402463582,-36396.806567123305,26070.551461903106,10
208.02808542251586,10.691531952815044,0.6438716411590576,0.12617084772503268,100,10,2,auto,20,"{'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 20}",-87130.93379866234,-52510.263672407185,-17547.294679779512,-16930.981512159866,-19566.362269071145,-38737.167186416,27653.914823834715,77
248.5556986808777,21.829511292795505,1.4290001392364502,0.3102039982125073,100,2,1,auto,,"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': None}",-86460.44253011403,-52154.02989948352,-21235.64197132857,-19207.415020604873,-21956.144442454388,-40202.73477279708,26138.481599688097,100
32.64211111068725,5.196162098057531,0.4019509792327881,0.11094168759080683,100,10,4,sqrt,10,"{'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 10}",-81382.71365128599,-50229.49777999176,-16221.053948737283,-15861.601958399182,-17803.056396161774,-36299.58474691519,26036.555415125367,3
184.55730090141296,10.892410149297802,4.282030248641968,0.4427863344386546,300,2,1,sqrt,,"{'n_estimators': 300, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': None}",-80822.9453470924,-50864.443275902835,-18260.547338288896,-16878.943246925028,-19708.573740389736,-37307.09058971978,25168.310376765534,61
161.80442929267883,7.647981511746916,2.896220302581787,0.6983624650198036,300,2,4,sqrt,30,"{'n_estimators': 300, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 30}",-81034.82110417628,-50874.025951958654,-17303.346863348135,-16245.352014446687,-18963.870491381513,-36884.28328506225,25594.93168361002,23
477.28593759536744,37.452459963856,2.140797233581543,0.5390942336613536,200,5,2,auto,30,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 30}",-86814.7690740052,-52417.97407779998,-19716.0794282028,-18319.42149867365,-21039.08891703545,-39661.466599143416,26781.54859728283,84
231.07095227241516,29.041979896867577,0.754478931427002,0.12065602952002792,100,5,4,auto,,"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'auto', 'max_depth': None}",-86762.67471403071,-52559.83509689222,-20258.903747132154,-18248.228037525943,-20908.516856455084,-39747.631690407216,26726.44364162828,89
