mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
77.1285650730133,4.302708208937021,0.3949544906616211,0.06310199771450142,0.01,7,150,1,"{'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 150, 'subsample': 1}",-46691.68677033673,-36704.789360727,-41068.059035506754,-40539.31586274488,-42873.8389585987,-41575.53799758282,3253.1845057861947,35
10.312820339202881,0.9875538900490164,0.05744709968566895,0.019471511284292,0.1,3,50,0.8,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 50, 'subsample': 0.8}",-79134.76844639253,-49613.461923850824,-15837.842818937195,-15249.067564396422,-16893.23285140617,-35345.67472099663,25479.310103037616,1
9.511696529388427,0.6998145593221513,0.04263081550598145,0.0007671587413915222,0.1,3,50,1,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 50, 'subsample': 1}",-79127.93212788644,-49570.72161752928,-15908.790291517118,-15310.474840236933,-16856.877810263893,-35354.95933748673,25456.92406251961,2
19.22368097305298,1.306664540940892,0.09771595001220704,0.03291226228881797,0.1,3,100,0.8,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}",-81587.89401278809,-50347.39828709664,-15644.918375745154,-14867.067584405917,-17452.696301863994,-35979.99491237996,26416.035175609395,4
19.530928993225096,0.9201815405283231,0.08159236907958985,0.011530351127366664,0.1,3,100,1,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1}",-81572.25777607481,-50315.98789776351,-15600.756803126935,-14881.807970751588,-17448.150102156236,-35963.792109974616,26412.30745490795,3
28.565074491500855,0.9121619549234397,0.13502793312072753,0.042055564365142545,0.1,3,150,0.8,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 150, 'subsample': 0.8}",-82599.415584846,-50924.6298759074,-16068.158357422495,-14906.961731519561,-18485.983321077063,-36597.02977415451,26613.54257484651,9
29.341966915130616,1.6971461168486646,0.10711746215820313,0.007094014622675086,0.1,3,150,1,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 150, 'subsample': 1}",-82779.92354436676,-51063.307815225344,-15932.117462393708,-14920.303226512886,-18801.779837393507,-36699.486377178444,26667.097275708686,10
18.247837924957274,1.2970032889565282,0.08261218070983886,0.024260845641764325,0.1,5,50,0.8,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 50, 'subsample': 0.8}",-81903.57010388839,-50064.859195542034,-16069.70934757811,-15286.479835961454,-17784.670847668986,-36221.85786612779,26316.44553169372,7
17.370064401626585,1.1665046340869765,0.0881584644317627,0.017262015165649687,0.1,5,50,1,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 50, 'subsample': 1}",-81868.19242310035,-50000.03536755229,-16112.933514461603,-15410.465592765977,-17545.060532174914,-36187.33748601103,26304.850203165715,6
35.332611656188966,1.5398964804039186,0.16094541549682617,0.026140830247276235,0.1,5,100,0.8,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.8}",-85144.94506579112,-51797.07031928314,-16288.964967959768,-14962.290400559143,-20301.935022331232,-37699.041155184874,27305.232916877958,15
33.00410952568054,2.37537844899108,0.13475627899169923,0.013375587228199004,0.1,5,100,1,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'subsample': 1}",-85870.40374082798,-51908.64844248279,-16170.810665293991,-15069.022157320738,-20088.01420136263,-37821.37984145762,27597.27891326877,16
50.822821378707886,2.920054944743218,0.1911557674407959,0.009593495279791206,0.1,5,150,0.8,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 150, 'subsample': 0.8}",-88180.65594618497,-53288.13008721746,-16964.96446708853,-15231.783327547506,-22547.63526553763,-39242.633818715214,28084.67356020877,22
49.36372656822205,2.2699773455625243,0.23961319923400878,0.049882687255996816,0.1,5,150,1,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 150, 'subsample': 1}",-88004.03146306869,-53098.80539265805,-16609.89520234596,-15359.662220982207,-22644.035540122208,-39143.28596383542,28027.731607695547,21
26.362074184417725,2.2634281020361815,0.11179795265197753,0.021989990159266667,0.1,7,50,0.8,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 50, 'subsample': 0.8}",-84329.58580762144,-51518.607533965,-16475.116166628257,-15745.56757862714,-19199.79997673172,-37453.73541271471,26980.43421859263,12
24.988746023178102,1.1585205476692508,0.1184931755065918,0.015963772778031533,0.1,7,50,1,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 50, 'subsample': 1}",-83760.22458657365,-51446.35925768413,-16604.22270244898,-15707.440190023011,-19095.312005624975,-37322.711748470945,26775.48831238952,11
51.39709844589233,4.229358783376865,0.22399015426635743,0.033491663052230676,0.1,7,100,0.8,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.8}",-89099.81276395915,-54181.54670155332,-16883.778166272194,-15797.941057165595,-23213.112508348142,-39835.23823945968,28332.564686986687,24
51.012689638137815,2.148208367244832,0.20821313858032225,0.024109103149317045,0.1,7,100,1,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100, 'subsample': 1}",-88396.63221442311,-53758.343930617775,-17089.716106003838,-15663.135531641175,-22793.20840050478,-39540.20723663813,28084.539333549088,23
73.83246264457702,3.7298859040445063,0.359373950958252,0.04818684808713767,0.1,7,150,0.8,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 150, 'subsample': 0.8}",-91661.02018495499,-55941.85182669175,-17948.224410428258,-16338.040900962953,-26118.891178070655,-41601.60570022172,28806.361239501206,36
76.68449907302856,2.056313566920316,0.36125688552856444,0.06409857701048709,0.1,7,150,1,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 150, 'subsample': 1}",-90915.51265871139,-55423.15709546331,-18060.577897287414,-16357.29980886629,-25793.554362080653,-41310.02036448181,28509.0197990248,33
9.325318908691406,0.8620376596496258,0.04349808692932129,0.0014372591014610524,0.2,3,50,0.8,"{'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 50, 'subsample': 0.8}",-81898.87497532429,-50715.84563098008,-15536.073971706866,-14853.622873767852,-17713.567856523496,-36143.59706166052,26546.16684438247,5
9.608374309539794,1.001588681981405,0.048384237289428714,0.0066677202287060665,0.2,3,50,1,"{'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 50, 'subsample': 1}",-81956.96049779918,-50929.28537269841,-15649.763085046887,-15060.23001954349,-17715.678051944884,-36262.383405406574,26538.666481599474,8
18.92325563430786,1.4199157830487656,0.08748879432678222,0.02023933221324096,0.2,3,100,0.8,"{'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}",-84786.0892460087,-51792.89956206948,-16466.18581240357,-14901.681944058424,-20512.571149173422,-37691.88554274272,27135.788807267283,14
18.814417600631714,0.7417897823964589,0.08188877105712891,0.01177467858401247,0.2,3,100,1,"{'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1}",-84763.32074872385,-51763.764873952234,-16261.2217262738,-15128.030718579557,-20498.89775744759,-37683.04716499541,27120.9776180879,13
30.03124084472656,1.4533264554266137,0.14568982124328614,0.027826390792195746,0.2,3,150,0.8,"{'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 150, 'subsample': 0.8}",-86805.65064752621,-53211.589518470886,-17088.480857571227,-15294.668804073754,-22575.848699247468,-38995.247705377915,27565.048673060246,20
28.447804069519044,2.6907838523850454,0.13279938697814941,0.035026137240147096,0.2,3,150,1,"{'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 150, 'subsample': 1}",-87015.3130148406,-53197.78515498108,-16723.190057200474,-15525.182075965384,-22345.3228481866,-38961.35863023483,27682.996695690876,19
16.855342864990234,0.44433927088065855,0.08557944297790528,0.010583367975428798,0.2,5,50,0.8,"{'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 50, 'subsample': 0.8}",-86541.08151864965,-52527.513415341775,-16484.826727916192,-15360.789933895912,-20529.373015837253,-38288.71692232816,27739.963137292256,17
16.92670660018921,0.9266203838193361,0.0915367603302002,0.015241697650094203,0.2,5,50,1,"{'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 50, 'subsample': 1}",-86353.72377875948,-52210.50467058861,-16624.47850969783,-15369.898286689364,-21296.059608733634,-38370.93297089379,27522.315080868633,18
35.76126136779785,2.1041227228335417,0.16630992889404297,0.045356426516228884,0.2,5,100,0.8,"{'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.8}",-91346.38357582623,-55205.652622040754,-17467.15538265222,-16067.51068892373,-24743.85324108331,-40966.11110210525,28900.654905292096,29
33.570211505889894,2.1230044417710126,0.13248844146728517,0.005944573226798587,0.2,5,100,1,"{'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 100, 'subsample': 1}",-91184.56977063618,-54547.54057041158,-17555.102202879254,-16161.259175361069,-25608.29574886636,-41011.35349363089,28655.041763316618,30
49.43342323303223,3.0531220532519683,0.2330308437347412,0.0412709773476637,0.2,5,150,0.8,"{'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 150, 'subsample': 0.8}",-94387.99199860211,-56651.76002436175,-18624.34478434954,-16827.698944662836,-28255.319164709203,-42949.42298333709,29406.295264436645,37
48.77327928543091,3.2010241952703034,0.19178266525268556,0.010179326140651701,0.2,5,150,1,"{'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 150, 'subsample': 1}",-94119.49497213401,-56709.829403903255,-18355.624041045736,-17024.12220479949,-28786.642585035956,-42999.14264138369,29275.495580631366,38
25.28448796272278,1.0623495780052867,0.1028247356414795,0.0021323134516323668,0.2,7,50,0.8,"{'learning_rate': 0.2, 'max_depth': 7, 'n_estimators': 50, 'subsample': 0.8}",-90493.89505682529,-54509.393663096635,-17599.057511573683,-16193.698229524962,-24588.8943810407,-40676.987768412255,28509.32754395628,26
25.041453742980956,1.8087422232650452,0.10163226127624511,0.002566078185151917,0.2,7,50,1,"{'learning_rate': 0.2, 'max_depth': 7, 'n_estimators': 50, 'subsample': 1}",-88797.33988270571,-54294.12568565439,-17729.17505738973,-15927.519755785797,-24434.284518157645,-40236.48897993866,27939.177585432128,25
46.022840309143064,2.3248080854181206,0.1899178981781006,0.0073509862083573855,0.2,7,100,0.8,"{'learning_rate': 0.2, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.8}",-94566.20990522079,-56970.89061427965,-19521.35411370199,-17291.509484131682,-29989.159959562105,-43667.82481537924,29098.05867903152,40
43.52053270339966,2.6683151364965054,0.1727006435394287,0.023904598852710367,0.2,7,100,1,"{'learning_rate': 0.2, 'max_depth': 7, 'n_estimators': 100, 'subsample': 1}",-93262.30650520558,-57253.146652948446,-19856.275847330784,-16981.217379121914,-29777.233641279738,-43426.036005177295,28691.44359647944,39
51.493254041671754,0.799231851537117,0.19202141761779784,0.002155168249491334,0.2,7,150,0.8,"{'learning_rate': 0.2, 'max_depth': 7, 'n_estimators': 150, 'subsample': 0.8}",-97009.6018284583,-59124.55421772188,-20445.686541071445,-18427.647014525744,-33749.13469048563,-45751.3248584526,29452.556737323466,42
50.19308433532715,1.2428471125562215,0.19317784309387206,0.004563008573014613,0.2,7,150,1,"{'learning_rate': 0.2, 'max_depth': 7, 'n_estimators': 150, 'subsample': 1}",-95892.86430241384,-59099.88871608653,-20864.719697636414,-17862.249434795864,-34432.95377391007,-45630.53518496854,29043.189744137042,41
